	SW	perc	perc	perc	query	position in query	matching	repeat	position in  repeat
	score	div.	del.	ins.	sequence	begin	end	(left)	repeat	class/family	begin	end (left)	ID
	0	0	0	0	ChrI	180114	180134	(14892289)	+	AT_rich	Low_complexity	0	0	(0)	227
	0	0	0	0	ChrI	181616	181658	(14890765)	+	AT_rich	Low_complexity	0	0	(0)	230
	0	0	0	0	ChrI	184257	184310	(14888113)	+	(TTAGGC)n	Simple_repeat	0	0	(0)	231
	0	0	0	0	ChrI	185099	187028	(14885395)	+	TC4	Mariner/Tc1	0	0	(0)	233
	0	0	0	0	ChrI	187052	188581	(14883842)	+	TC4	Mariner/Tc1	0	0	(0)	233
	0	0	0	0	ChrI	188593	188671	(14883752)	+	(TTAGGC)n	Simple_repeat	0	0	(0)	235
	0	0	0	0	ChrI	188727	188754	(14883669)	+	(TTAGGC)n	Simple_repeat	0	0	(0)	236
	0	0	0	0	ChrI	188780	188890	(14883533)	+	AT_rich	Low_complexity	0	0	(0)	237
	0	0	0	0	ChrI	189536	189559	(14882864)	+	AT_rich	Low_complexity	0	0	(0)	239
	0	0	0	0	ChrI	190059	190321	(14882102)	+	HELITRONY4_CE	Helitron	0	0	(0)	240
	0	0	0	0	ChrI	192452	192571	(14879852)	+	CELE1	DNA	0	0	(0)	243
	0	0	0	0	ChrI	193249	193321	(14879102)	+	AT_rich	Low_complexity	0	0	(0)	245
	0	0	0	0	ChrI	193461	193510	(14878913)	+	(TAAAAA)n	Simple_repeat	0	0	(0)	246
	0	0	0	0	ChrI	194012	194228	(14878195)	+	PAL8C_3	hAT	0	0	(0)	247
	0	0	0	0	ChrI	194416	194450	(14877973)	+	AT_rich	Low_complexity	0	0	(0)	248
	0	0	0	0	ChrI	195988	196048	(14876375)	+	AT_rich	Low_complexity	0	0	(0)	249
	0	0	0	0	ChrI	196882	196917	(14875506)	+	AT_rich	Low_complexity	0	0	(0)	250
	0	0	0	0	ChrI	196919	197171	(14875252)	+	CELE45	SINE2/tRNA	0	0	(0)	252
	0	0	0	0	ChrI	200746	201271	(14871152)	+	PALTTTAAA1	DNA	0	0	(0)	255
	0	0	0	0	ChrI	201279	201299	(14871124)	+	AT_rich	Low_complexity	0	0	(0)	256
	0	0	0	0	ChrI	203580	203624	(14868799)	+	AT_rich	Low_complexity	0	0	(0)	259
	0	0	0	0	ChrI	205224	205261	(14867162)	+	AT_rich	Low_complexity	0	0	(0)	261
	0	0	0	0	ChrI	205774	205938	(14866485)	+	CELE6	DNA	0	0	(0)	265
	0	0	0	0	ChrI	206095	206355	(14866068)	+	CELE45	SINE2/tRNA	0	0	(0)	267
	0	0	0	0	ChrI	206921	206971	(14865452)	+	AT_rich	Low_complexity	0	0	(0)	268
	0	0	0	0	ChrI	208351	208389	(14864034)	+	AT_rich	Low_complexity	0	0	(0)	271
	0	0	0	0	ChrI	214613	214740	(14857683)	+	CELE2	DNA	0	0	(0)	278
	0	0	0	0	ChrI	215321	215363	(14857060)	+	AT_rich	Low_complexity	0	0	(0)	280
	0	0	0	0	ChrI	217873	218009	(14854414)	+	PAL3A_CE	DNA	0	0	(0)	286
	0	0	0	0	ChrI	218271	218365	(14854058)	+	AT_rich	Low_complexity	0	0	(0)	289
	0	0	0	0	ChrI	220733	220872	(14851551)	+	CELE2	DNA	0	0	(0)	297
	0	0	0	0	ChrI	222694	223045	(14849378)	+	HELITRONY1A_CE	Helitron	0	0	(0)	299
	0	0	0	0	ChrI	223281	223542	(14848881)	+	HELITRONY1_CE	Helitron	0	0	(0)	302
	0	0	0	0	ChrI	232307	232357	(14840066)	+	AT_rich	Low_complexity	0	0	(0)	307
	0	0	0	0	ChrI	232593	232633	(14839790)	+	AT_rich	Low_complexity	0	0	(0)	308
	0	0	0	0	ChrI	238912	238931	(14833492)	+	(G)n	Simple_repeat	0	0	(0)	310
	0	0	0	0	ChrI	239830	240005	(14832418)	+	TIR9TA1C_CE	DNA	0	0	(0)	311
	0	0	0	0	ChrI	240033	240109	(14832314)	+	PAL8C_3	hAT	0	0	(0)	313
	0	0	0	0	ChrI	241474	241680	(14830743)	+	HELITRONY1_CE	Helitron	0	0	(0)	316
	0	0	0	0	ChrI	241946	242127	(14830296)	+	HELITRONY1_CE	Helitron	0	0	(0)	318
	0	0	0	0	ChrI	242698	242725	(14829698)	+	AT_rich	Low_complexity	0	0	(0)	319
	0	0	0	0	ChrI	247548	247837	(14824586)	+	CELE2	DNA	0	0	(0)	323
	0	0	0	0	ChrI	250200	250220	(14822203)	+	AT_rich	Low_complexity	0	0	(0)	327
	0	0	0	0	ChrI	250541	250696	(14821727)	+	CELE1	DNA	0	0	(0)	329
	0	0	0	0	ChrI	250803	250937	(14821486)	+	CELE2	DNA	0	0	(0)	330
	0	0	0	0	ChrI	251411	251463	(14820960)	+	AT_rich	Low_complexity	0	0	(0)	331
	0	0	0	0	ChrI	251803	251868	(14820555)	+	AT_rich	Low_complexity	0	0	(0)	334
	0	0	0	0	ChrI	254523	254552	(14817871)	+	AT_rich	Low_complexity	0	0	(0)	339
	0	0	0	0	ChrI	254855	254879	(14817544)	+	AT_rich	Low_complexity	0	0	(0)	340
	0	0	0	0	ChrI	256073	256120	(14816303)	+	(TTAGGC)n	Simple_repeat	0	0	(0)	341
	0	0	0	0	ChrI	256176	256202	(14816221)	+	(A)n	Simple_repeat	0	0	(0)	342
	0	0	0	0	ChrI	256758	256943	(14815480)	+	TC4	Mariner/Tc1	0	0	(0)	343
	0	0	0	0	ChrI	257348	257388	(14815035)	+	AT_rich	Low_complexity	0	0	(0)	345
	0	0	0	0	ChrI	259705	260043	(14812380)	+	CELE1	DNA	0	0	(0)	347
	0	0	0	0	ChrI	260547	260721	(14811702)	+	CELE14A	DNA	0	0	(0)	348
	0	0	0	0	ChrI	261907	261942	(14810481)	+	(TTAGGC)n	Simple_repeat	0	0	(0)	349
	0	0	0	0	ChrI	263706	264018	(14808405)	+	PAL5A_CE	DNA	0	0	(0)	350
	0	0	0	0	ChrI	265403	265439	(14806984)	+	NDNAX3_CE	Helitron	0	0	(0)	352
	0	0	0	0	ChrI	268332	268447	(14803976)	+	PALTTTAAA2	DNA	0	0	(0)	355
	0	0	0	0	ChrI	268448	268508	(14803915)	+	AT_rich	Low_complexity	0	0	(0)	356
	0	0	0	0	ChrI	270635	270851	(14801572)	+	HELITRONY4_CE	Helitron	0	0	(0)	360
	0	0	0	0	ChrI	274735	274960	(14797463)	+	TIR9TA1B_CE	DNA	0	0	(0)	367
	0	0	0	0	ChrI	276015	276221	(14796202)	+	HELITRONY1A_CE	Helitron	0	0	(0)	368
	0	0	0	0	ChrI	278595	278722	(14793701)	+	HAT3_CE	hAT	0	0	(0)	373
	0	0	0	0	ChrI	278835	278936	(14793487)	+	HAT3_CE	hAT	0	0	(0)	374
	0	0	0	0	ChrI	280520	281446	(14790977)	+	HELITRON1_CE	Helitron	0	0	(0)	377
	0	0	0	0	ChrI	281452	281574	(14790849)	+	HELITRONY1_CE	Helitron	0	0	(0)	378
	0	0	0	0	ChrI	281585	281812	(14790611)	+	HELITRONY4_CE	Helitron	0	0	(0)	383
	0	0	0	0	ChrI	281840	282069	(14790354)	+	HELITRONY4_CE	Helitron	0	0	(0)	391
	0	0	0	0	ChrI	282085	282308	(14790115)	+	HELITRONY4_CE	Helitron	0	0	(0)	398
	0	0	0	0	ChrI	282341	282463	(14789960)	+	HELITRON2_CE	Helitron	0	0	(0)	400
	0	0	0	0	ChrI	282513	282626	(14789797)	+	HELITRONY1A_CE	Helitron	0	0	(0)	401
	0	0	0	0	ChrI	283658	283703	(14788720)	+	AT_rich	Low_complexity	0	0	(0)	403
	0	0	0	0	ChrI	285295	285520	(14786903)	+	CELE42	DNA	0	0	(0)	407
	0	0	0	0	ChrI	285656	285834	(14786589)	+	HELITRONY1A_CE	Helitron	0	0	(0)	408
	0	0	0	0	ChrI	286007	286066	(14786357)	+	AT_rich	Low_complexity	0	0	(0)	409
	0	0	0	0	ChrI	288348	288381	(14784042)	+	AT_rich	Low_complexity	0	0	(0)	413
	0	0	0	0	ChrI	288711	288742	(14783681)	+	AT_rich	Low_complexity	0	0	(0)	414
	0	0	0	0	ChrI	290098	290268	(14782155)	+	CELE1	DNA	0	0	(0)	418
	0	0	0	0	ChrI	290669	290735	(14781688)	+	CELE1	DNA	0	0	(0)	420
	0	0	0	0	ChrI	291184	291212	(14781211)	+	AT_rich	Low_complexity	0	0	(0)	422
	0	0	0	0	ChrI	292366	292394	(14780029)	+	AT_rich	Low_complexity	0	0	(0)	424
	0	0	0	0	ChrI	292897	293086	(14779337)	+	TIR9TA1C_CE	DNA	0	0	(0)	425
	0	0	0	0	ChrI	294569	294902	(14777521)	+	CELE1	DNA	0	0	(0)	426
	0	0	0	0	ChrI	294915	294965	(14777458)	+	CELE12A	DNA	0	0	(0)	427
	0	0	0	0	ChrI	298053	298141	(14774282)	+	CELE1	DNA	0	0	(0)	431
	0	0	0	0	ChrI	298143	298205	(14774218)	+	CELE1	DNA	0	0	(0)	433
	0	0	0	0	ChrI	298872	299021	(14773402)	+	TIR9TA1C_CE	DNA	0	0	(0)	434
	0	0	0	0	ChrI	300043	300096	(14772327)	+	TIR9TA1C_CE	DNA	0	0	(0)	437
	0	0	0	0	ChrI	300522	300600	(14771823)	+	HAT1_CE	hAT	0	0	(0)	438
	0	0	0	0	ChrI	301311	301487	(14770936)	+	TIR9TA1B_CE	DNA	0	0	(0)	441
	0	0	0	0	ChrI	303086	303181	(14769242)	+	IR3_CE	DNA	0	0	(0)	442
	0	0	0	0	ChrI	303736	303770	(14768653)	+	AT_rich	Low_complexity	0	0	(0)	443
	0	0	0	0	ChrI	305289	305316	(14767107)	+	(CAT)n	Simple_repeat	0	0	(0)	444
	0	0	0	0	ChrI	308010	308202	(14764221)	+	HELITRONY4_CE	Helitron	0	0	(0)	446
	0	0	0	0	ChrI	310484	310574	(14761849)	+	CELE2	DNA	0	0	(0)	452
	0	0	0	0	ChrI	325068	325095	(14747328)	+	AT_rich	Low_complexity	0	0	(0)	461
	0	0	0	0	ChrI	328096	328190	(14744233)	+	AT_rich	Low_complexity	0	0	(0)	464
	0	0	0	0	ChrI	329634	329664	(14742759)	+	AT_rich	Low_complexity	0	0	(0)	466
	0	0	0	0	ChrI	330069	330090	(14742333)	+	AT_rich	Low_complexity	0	0	(0)	469
	0	0	0	0	ChrI	333540	333694	(14738729)	+	CELE1	DNA	0	0	(0)	473
	0	0	0	0	ChrI	334457	334509	(14737914)	+	AT_rich	Low_complexity	0	0	(0)	475
	0	0	0	0	ChrI	335663	335683	(14736740)	+	AT_rich	Low_complexity	0	0	(0)	478
	0	0	0	0	ChrI	336716	336769	(14735654)	+	AT_rich	Low_complexity	0	0	(0)	480
	0	0	0	0	ChrI	341225	341396	(14731027)	+	CELE45	SINE2/tRNA	0	0	(0)	482
	0	0	0	0	ChrI	341401	341658	(14730765)	+	Vingi-2_CE	Vingi	0	0	(0)	483
	0	0	0	0	ChrI	342382	342616	(14729807)	+	CELE2	DNA	0	0	(0)	486
	0	0	0	0	ChrI	344906	344970	(14727453)	+	AT_rich	Low_complexity	0	0	(0)	494
	0	0	0	0	ChrI	346137	346157	(14726266)	+	AT_rich	Low_complexity	0	0	(0)	495
	0	0	0	0	ChrI	347107	347158	(14725265)	+	AT_rich	Low_complexity	0	0	(0)	496
	0	0	0	0	ChrI	347743	347763	(14724660)	+	AT_rich	Low_complexity	0	0	(0)	498
	0	0	0	0	ChrI	349737	349795	(14722628)	+	CELE2	DNA	0	0	(0)	499
	0	0	0	0	ChrI	349877	349973	(14722450)	+	CELE2	DNA	0	0	(0)	500
	0	0	0	0	ChrI	350081	350149	(14722274)	+	CELE2	DNA	0	0	(0)	501
	0	0	0	0	ChrI	350354	350406	(14722017)	+	AT_rich	Low_complexity	0	0	(0)	502
	0	0	0	0	ChrI	352095	352118	(14720305)	+	AT_rich	Low_complexity	0	0	(0)	505
	0	0	0	0	ChrI	352171	352326	(14720097)	+	CELE1	DNA	0	0	(0)	506
	0	0	0	0	ChrI	352408	352550	(14719873)	+	CELE1	DNA	0	0	(0)	508
	0	0	0	0	ChrI	352663	352692	(14719731)	+	AT_rich	Low_complexity	0	0	(0)	509
	0	0	0	0	ChrI	353194	353249	(14719174)	+	AT_rich	Low_complexity	0	0	(0)	511
	0	0	0	0	ChrI	357169	357210	(14715213)	+	AT_rich	Low_complexity	0	0	(0)	517
	0	0	0	0	ChrI	359234	359292	(14713131)	+	LINE2B_CE	CR1	0	0	(0)	518
	0	0	0	0	ChrI	359818	360006	(14712417)	+	CELE14B	DNA	0	0	(0)	519
	0	0	0	0	ChrI	361601	361811	(14710612)	+	PALTTTAAA1	DNA	0	0	(0)	521
	0	0	0	0	ChrI	363610	363652	(14708771)	+	AT_rich	Low_complexity	0	0	(0)	525
	0	0	0	0	ChrI	363722	363773	(14708650)	+	AT_rich	Low_complexity	0	0	(0)	526
	0	0	0	0	ChrI	365335	365416	(14707007)	+	CELE7	DNA	0	0	(0)	528
	0	0	0	0	ChrI	366205	366362	(14706061)	+	PALTTTAAA1	DNA	0	0	(0)	529
	0	0	0	0	ChrI	367684	367744	(14704679)	+	AT_rich	Low_complexity	0	0	(0)	531
	0	0	0	0	ChrI	368103	368130	(14704293)	+	AT_rich	Low_complexity	0	0	(0)	532
	0	0	0	0	ChrI	371055	371121	(14701302)	+	AT_rich	Low_complexity	0	0	(0)	538
	0	0	0	0	ChrI	371681	371737	(14700686)	+	AT_rich	Low_complexity	0	0	(0)	540
	0	0	0	0	ChrI	371806	371844	(14700579)	+	AT_rich	Low_complexity	0	0	(0)	541
	0	0	0	0	ChrI	372456	372484	(14699939)	+	AT_rich	Low_complexity	0	0	(0)	542
	0	0	0	0	ChrI	372776	372806	(14699617)	+	CELE2	DNA	0	0	(0)	543
	0	0	0	0	ChrI	372847	373233	(14699190)	+	HELITRONY1A_CE	Helitron	0	0	(0)	544
	0	0	0	0	ChrI	373932	373985	(14698438)	+	AT_rich	Low_complexity	0	0	(0)	545
	0	0	0	0	ChrI	374224	374262	(14698161)	+	AT_rich	Low_complexity	0	0	(0)	548
	0	0	0	0	ChrI	374411	374449	(14697974)	+	AT_rich	Low_complexity	0	0	(0)	549
	0	0	0	0	ChrI	375126	375160	(14697263)	+	AT_rich	Low_complexity	0	0	(0)	554
	0	0	0	0	ChrI	375393	375428	(14696995)	+	AT_rich	Low_complexity	0	0	(0)	556
	0	0	0	0	ChrI	375520	375564	(14696859)	+	AT_rich	Low_complexity	0	0	(0)	557
	0	0	0	0	ChrI	375597	375662	(14696761)	+	AT_rich	Low_complexity	0	0	(0)	558
	0	0	0	0	ChrI	375700	375735	(14696688)	+	AT_rich	Low_complexity	0	0	(0)	561
	0	0	0	0	ChrI	376040	376076	(14696347)	+	AT_rich	Low_complexity	0	0	(0)	566
	0	0	0	0	ChrI	376751	376786	(14695637)	+	AT_rich	Low_complexity	0	0	(0)	569
	0	0	0	0	ChrI	376878	376922	(14695501)	+	AT_rich	Low_complexity	0	0	(0)	570
	0	0	0	0	ChrI	377064	377099	(14695324)	+	AT_rich	Low_complexity	0	0	(0)	572
	0	0	0	0	ChrI	384082	384116	(14688307)	+	AT_rich	Low_complexity	0	0	(0)	577
	0	0	0	0	ChrI	385460	385790	(14686633)	+	PALTTTAAA1	DNA	0	0	(0)	578
	0	0	0	0	ChrI	385845	385870	(14686553)	+	AT_rich	Low_complexity	0	0	(0)	579
	0	0	0	0	ChrI	385872	385942	(14686481)	+	(A)n	Simple_repeat	0	0	(0)	580
	0	0	0	0	ChrI	386366	386399	(14686024)	+	AT_rich	Low_complexity	0	0	(0)	582
	0	0	0	0	ChrI	388268	388333	(14684090)	+	AT_rich	Low_complexity	0	0	(0)	589
	0	0	0	0	ChrI	389128	389383	(14683040)	+	CELE2	DNA	0	0	(0)	591
	0	0	0	0	ChrI	389401	389437	(14682986)	+	AT_rich	Low_complexity	0	0	(0)	592
	0	0	0	0	ChrI	389845	390168	(14682255)	+	CELE1	DNA	0	0	(0)	595
	0	0	0	0	ChrI	391963	392126	(14680297)	+	CELE14B	DNA	0	0	(0)	601
	0	0	0	0	ChrI	393686	393805	(14678618)	+	HELITRONY1A_CE	Helitron	0	0	(0)	603
	0	0	0	0	ChrI	394428	394474	(14677949)	+	AT_rich	Low_complexity	0	0	(0)	604
	0	0	0	0	ChrI	394559	394793	(14677630)	+	CELE2	DNA	0	0	(0)	605
	0	0	0	0	ChrI	395843	395947	(14676476)	+	CELE4	DNA	0	0	(0)	607
	0	0	0	0	ChrI	397479	397555	(14674868)	+	CELE1	DNA	0	0	(0)	610
	0	0	0	0	ChrI	398102	398123	(14674300)	+	AT_rich	Low_complexity	0	0	(0)	612
	0	0	0	0	ChrI	400299	400382	(14672041)	+	AT_rich	Low_complexity	0	0	(0)	614
	0	0	0	0	ChrI	400730	400750	(14671673)	+	(G)n	Simple_repeat	0	0	(0)	618
	0	0	0	0	ChrI	403481	403513	(14668910)	+	AT_rich	Low_complexity	0	0	(0)	619
	0	0	0	0	ChrI	403727	403761	(14668662)	+	AT_rich	Low_complexity	0	0	(0)	620
	0	0	0	0	ChrI	403854	404010	(14668413)	+	HAT4_CE	hAT	0	0	(0)	622
	0	0	0	0	ChrI	405274	405981	(14666442)	+	CELE46B	DNA	0	0	(0)	626
	0	0	0	0	ChrI	407312	407369	(14665054)	+	AT_rich	Low_complexity	0	0	(0)	631
	0	0	0	0	ChrI	407634	407663	(14664760)	+	AT_rich	Low_complexity	0	0	(0)	633
	0	0	0	0	ChrI	407855	407891	(14664532)	+	AT_rich	Low_complexity	0	0	(0)	634
	0	0	0	0	ChrI	407933	407953	(14664470)	+	AT_rich	Low_complexity	0	0	(0)	635
	0	0	0	0	ChrI	408202	408233	(14664190)	+	AT_rich	Low_complexity	0	0	(0)	636
	0	0	0	0	ChrI	408385	408502	(14663921)	+	AT_rich	Low_complexity	0	0	(0)	637
	0	0	0	0	ChrI	408850	408941	(14663482)	+	AT_rich	Low_complexity	0	0	(0)	638
	0	0	0	0	ChrI	409226	409357	(14663066)	+	CELE1	DNA	0	0	(0)	640
	0	0	0	0	ChrI	409422	409452	(14662971)	+	AT_rich	Low_complexity	0	0	(0)	641
	0	0	0	0	ChrI	411016	411202	(14661221)	+	AT_rich	Low_complexity	0	0	(0)	644
